"yearID","lgID","salary","POS","GS","PO","A","E","DP","AB","R","H","X2B","X3B","HR","RBI","BB","SO","IBB","HBP","SH","SF","GIDP"
2015,"AL",1500001,"P",1,4,9,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"AL",2000001,"P",2,3,9,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1
2012,"AL",495001,"P",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"AL",500001,"P",1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"AL",837501,"P",1,5,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"AL",1725001,"P",1,6,10,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"NL",510001,"3B",2,2,2,1,1,27,6,3,1,1,1,2,6,12,1,1,2,1,1
2015,"NL",510001,"2B",7,15,19,2,3,27,6,3,1,1,1,2,6,12,1,1,2,1,1
1986,"NL",60001,"1B",28,275,36,1,35,217,28,55,19,4,3,26,34,35,5,3,5,2,4
1986,"NL",60001,"OF",29,44,2,2,1,217,28,55,19,4,3,26,34,35,5,3,5,2,4
1987,"NL",75001,"OF",72,142,4,3,2,358,51,117,19,3,10,52,44,51,6,1,5,3,7
1987,"NL",75001,"1B",20,188,16,2,21,358,51,117,19,3,10,52,44,51,6,1,5,3,7
1988,"NL",160001,"OF",94,212,6,5,2,390,45,105,16,1,4,51,57,66,14,1,2,4,11
1988,"NL",160001,"1B",5,62,4,1,3,390,45,105,16,1,4,51,57,66,14,1,2,4,11
1989,"NL",202501,"1B",8,63,8,1,9,137,13,31,9,2,2,13,20,31,1,2,2,3,5
1989,"NL",202501,"OF",22,48,3,2,1,137,13,31,9,2,2,13,20,31,1,2,2,3,5
1990,"NL",297501,"OF",28,52,5,2,1,162,23,40,8,2,2,19,38,32,3,2,1,2,3
1990,"NL",297501,"1B",12,110,9,1,17,162,23,40,8,2,2,19,38,32,3,2,1,2,3
1991,"NL",510001,"OF",3,8,2,1,1,16,3,1,1,1,1,2,4,5,1,1,1,1,2
1993,"AL",200001,"OF",16,38,1,1,1,256,41,69,14,2,11,34,35,46,3,1,4,1,8
1993,"AL",200001,"1B",53,371,29,3,40,256,41,69,14,2,11,34,35,46,3,1,4,1,8
1994,"AL",430001,"1B",21,172,15,2,16,179,24,44,6,1,5,19,21,36,2,1,1,4,3
1994,"AL",430001,"OF",19,37,1,1,1,179,24,44,6,1,5,19,21,36,2,1,1,4,3
1995,"AL",430001,"1B",20,176,11,3,17,126,19,35,9,1,5,22,20,24,2,2,1,3,4
1995,"AL",430001,"OF",10,17,1,2,1,126,19,35,9,1,5,22,20,24,2,2,1,3,4
1996,"AL",250001,"OF",3,4,1,2,1,41,6,7,2,1,4,9,6,5,1,1,1,2,4
1996,"AL",250001,"1B",1,1,1,1,1,41,6,7,2,1,4,9,6,5,1,1,1,2,4
1990,"AL",100001,"P",4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"AL",130001,"P",14,6,11,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"NL",140001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"AL",150001,"P",9,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",225001,"P",16,3,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",275001,"P",1,4,8,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",545001,"P",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"NL",600001,"P",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"AL",62501,"P",1,7,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"AL",875001,"P",37,29,33,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"AL",700001,"P",18,7,12,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"NL",650001,"P",17,7,11,1,2,36,2,2,1,1,1,2,1,14,1,2,7,1,1
1988,"AL",500001,"P",35,13,20,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,"AL",1000001,"P",34,24,33,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"AL",109001,"SS",1,4,4,1,2,6,2,2,1,1,1,1,1,4,1,1,1,1,1
1995,"AL",130001,"SS",1,3,6,1,2,243,36,58,10,2,4,24,21,31,1,3,5,1,3
1995,"AL",130001,"3B",1,2,1,2,1,243,36,58,10,2,4,24,21,31,1,3,5,1,3
1995,"AL",130001,"2B",65,137,166,10,49,243,36,58,10,2,4,24,21,31,1,3,5,1,3
1996,"AL",190001,"2B",4,8,5,1,2,69,7,8,1,1,1,5,4,28,1,1,3,1,3
1996,"AL",190001,"SS",7,15,34,4,7,69,7,8,1,1,1,5,4,28,1,1,3,1,3
1996,"AL",190001,"3B",6,4,10,2,2,69,7,8,1,1,1,5,4,28,1,1,3,1,3
1996,"AL",190001,"P",1,1,1,1,1,69,7,8,1,1,1,5,4,28,1,1,3,1,3
1996,"AL",190001,"OF",3,3,2,2,1,69,7,8,1,1,1,5,4,28,1,1,3,1,3
1997,"NL",205001,"2B",20,29,65,3,18,150,27,38,10,4,3,16,10,39,2,2,2,2,4
1997,"NL",205001,"3B",2,1,2,1,1,150,27,38,10,4,3,16,10,39,2,2,2,2,4
1997,"NL",205001,"SS",20,32,66,3,11,150,27,38,10,4,3,16,10,39,2,2,2,2,4
1998,"NL",425001,"OF",1,2,1,1,1,265,35,61,11,2,6,26,19,67,2,2,6,2,7
1998,"NL",425001,"SS",27,38,72,5,16,265,35,61,11,2,6,26,19,67,2,2,6,2,7
1998,"NL",425001,"3B",14,9,19,2,2,265,35,61,11,2,6,26,19,67,2,2,6,2,7
1998,"NL",425001,"2B",17,44,52,3,12,265,35,61,11,2,6,26,19,67,2,2,6,2,7
1999,"NL",475001,"3B",8,9,18,4,1,178,18,49,12,3,1,16,11,39,1,1,2,2,2
1999,"NL",475001,"SS",17,28,55,2,10,178,18,49,12,3,1,16,11,39,1,1,2,2,2
1999,"NL",475001,"OF",1,1,1,1,1,178,18,49,12,3,1,16,11,39,1,1,2,2,2
1999,"NL",475001,"2B",8,22,18,4,5,178,18,49,12,3,1,16,11,39,1,1,2,2,2
2000,"AL",612501,"SS",10,17,34,1,8,195,31,42,5,4,5,20,14,42,1,1,3,1,1
2000,"AL",612501,"2B",3,6,8,1,2,195,31,42,5,4,5,20,14,42,1,1,3,1,1
2000,"AL",612501,"3B",39,40,80,8,6,195,31,42,5,4,5,20,14,42,1,1,3,1,1
1997,"NL",150001,"P",1,2,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
1998,"NL",175001,"P",1,5,7,2,2,5,1,1,1,1,1,1,1,3,1,1,1,1,1
1999,"NL",250001,"P",1,6,15,1,3,3,1,1,1,1,1,1,1,3,1,1,1,1,1
2000,"NL",380001,"P",1,2,15,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,"NL",2450001,"P",1,7,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"NL",3550001,"P",1,5,14,2,2,4,1,3,1,1,1,3,1,1,1,1,1,1,1
2003,"NL",4000001,"P",1,3,9,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2004,"NL",1350001,"P",1,4,8,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2005,"NL",300001,"P",1,4,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"AL",2750001,"P",1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,"NL",380001,"P",1,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,"NL",109001,"2B",20,37,52,2,8,336,27,94,14,6,5,42,13,38,2,2,5,5,8
1995,"NL",109001,"SS",4,6,10,1,4,336,27,94,14,6,5,42,13,38,2,2,5,5,8
1995,"NL",109001,"3B",58,41,112,7,10,336,27,94,14,6,5,42,13,38,2,2,5,5,8
1996,"NL",180001,"2B",57,123,175,9,43,369,37,97,16,3,5,41,26,57,3,1,10,6,9
1996,"NL",180001,"3B",22,18,51,4,6,369,37,97,16,3,5,41,26,57,3,1,10,6,9
1996,"NL",180001,"SS",9,8,23,1,6,369,37,97,16,3,5,41,26,57,3,1,10,6,9
1997,"NL",215001,"SS",5,13,16,1,4,519,85,164,28,3,11,73,64,57,1,6,9,6,5
1997,"NL",215001,"3B",128,83,270,13,30,519,85,164,28,3,11,73,64,57,1,6,9,6,5
1997,"NL",215001,"2B",2,5,7,1,1,519,85,164,28,3,11,73,64,57,1,6,9,6,5
1998,"NL",1750001,"3B",137,118,249,10,21,558,95,156,29,3,18,79,66,78,2,4,3,4,12
1998,"NL",1750001,"SS",1,1,1,1,1,558,95,156,29,3,18,79,66,78,2,4,3,4,12
1999,"NL",2800001,"2B",159,299,410,6,99,629,124,192,42,2,28,109,86,86,3,4,2,10,15
2000,"NL",4225001,"2B",146,317,363,11,85,545,110,177,41,3,26,95,96,71,2,6,1,7,13
2001,"NL",5750001,"2B",120,212,302,8,62,458,65,112,23,1,18,50,52,63,1,6,2,6,8
2002,"NL",6200001,"3B",132,96,279,13,23,491,79,152,27,1,17,57,63,56,9,8,1,4,6
2003,"NL",4000001,"2B",7,12,15,1,4,515,57,134,26,3,14,82,59,42,5,5,4,8,15
2003,"NL",4000001,"3B",134,80,234,12,18,515,57,134,26,3,14,82,59,42,5,5,4,8,15
2004,"NL",6500001,"3B",123,89,247,13,21,520,67,151,27,2,12,78,47,41,3,6,3,5,16
2004,"NL",6500001,"2B",6,6,11,3,3,520,67,151,27,2,12,78,47,41,3,6,3,5,16
2005,"NL",7500001,"2B",3,5,5,1,3,369,37,103,18,2,3,44,28,35,2,3,2,5,12
2005,"NL",7500001,"3B",93,77,159,9,11,369,37,103,18,2,3,44,28,35,2,3,2,5,12
2006,"AL",8000001,"3B",11,6,21,1,2,51,2,6,2,1,1,2,3,4,1,1,1,1,2
2006,"AL",8000001,"1B",1,1,2,1,1,51,2,6,2,1,1,2,3,4,1,1,1,1,2
2007,"NL",382001,"C",13,98,8,4,1,65,6,17,3,2,2,7,3,24,3,2,1,1,3
1993,"NL",160001,"2B",88,203,281,12,62,363,51,102,20,4,4,47,48,55,3,5,2,8,10
1993,"NL",160001,"OF",4,9,2,1,1,363,51,102,20,4,4,47,48,55,3,5,2,8,10
1993,"NL",160001,"3B",1,1,1,1,1,363,51,102,20,4,4,47,48,55,3,5,2,8,10
1994,"NL",650001,"OF",1,3,1,1,1,206,33,58,13,6,6,30,31,39,5,4,2,4,2
1994,"NL",650001,"2B",49,125,150,5,39,206,33,58,13,6,6,30,31,39,5,4,2,4,2
1995,"AL",800001,"2B",131,255,430,17,104,420,65,114,21,4,7,45,64,62,1,8,14,10,11
1996,"NL",750001,"2B",105,242,289,25,71,381,55,99,27,4,6,43,53,79,11,6,5,7,5
1997,"AL",650001,"3B",9,6,20,2,2,389,60,99,17,8,6,38,70,66,4,9,5,3,5
1997,"AL",650001,"2B",101,219,269,12,59,389,60,99,17,8,6,38,70,66,4,9,5,3,5
1998,"AL",750001,"OF",2,2,1,1,1,260,52,72,16,4,7,34,38,41,1,6,5,4,2
1998,"AL",750001,"2B",38,82,112,7,27,260,52,72,16,4,7,34,38,41,1,6,5,4,2
1998,"AL",750001,"3B",17,16,33,4,2,260,52,72,16,4,7,34,38,41,1,6,5,4,2
1999,"AL",825001,"3B",7,7,14,3,4,165,34,34,11,1,4,18,29,33,1,1,4,2,5
1999,"AL",825001,"OF",1,1,1,1,1,165,34,34,11,1,4,18,29,33,1,1,4,2,5
1999,"AL",825001,"2B",31,61,88,4,20,165,34,34,11,1,4,18,29,33,1,1,4,2,5
2000,"AL",750001,"SS",1,2,4,1,1,541,86,160,26,9,7,64,60,76,2,6,8,8,14
2000,"AL",750001,"2B",124,248,319,14,86,541,86,160,26,9,7,64,60,76,2,6,8,8,14
2000,"AL",750001,"3B",6,6,8,6,2,541,86,160,26,9,7,64,60,76,2,6,8,8,14
2001,"AL",800001,"2B",59,106,195,14,48,388,45,107,17,5,5,33,24,57,1,5,4,2,7
2001,"AL",800001,"3B",16,13,25,2,4,388,45,107,17,5,5,33,24,57,1,5,4,2,7
2002,"AL",800001,"1B",1,9,1,1,1,238,29,55,9,3,2,24,33,35,2,2,4,1,6
2002,"AL",800001,"OF",1,1,1,1,1,238,29,55,9,3,2,24,33,35,2,2,4,1,6
2002,"AL",800001,"2B",24,57,91,3,22,238,29,55,9,3,2,24,33,35,2,2,4,1,6
2002,"AL",800001,"SS",1,1,1,1,1,238,29,55,9,3,2,24,33,35,2,2,4,1,6
2002,"AL",800001,"3B",21,9,40,7,2,238,29,55,9,3,2,24,33,35,2,2,4,1,6
1986,"AL",60001,"C",92,447,34,21,5,294,31,67,8,4,2,30,15,37,1,2,12,5,8
1987,"AL",75001,"C",48,253,23,5,4,155,18,42,7,1,4,17,10,31,1,1,5,6,3
1988,"AL",102501,"C",132,692,61,12,12,435,45,115,12,1,6,51,26,64,3,4,9,5,7
1989,"AL",235001,"C",104,571,54,10,5,324,31,76,10,2,4,18,24,48,3,5,7,4,8
1991,"AL",100001,"C",45,213,23,6,2,152,11,36,11,1,2,17,8,32,1,1,3,1,4
1991,"AL",100001,"1B",1,8,1,1,3,152,11,36,11,1,2,17,8,32,1,1,3,1,4
1993,"NL",120001,"C",5,31,1,1,1,25,4,5,2,1,1,3,2,3,1,1,2,1,2
1993,"NL",120001,"1B",1,9,1,1,1,25,4,5,2,1,1,3,2,3,1,1,2,1,2
1995,"AL",150001,"C",26,165,16,2,2,83,6,15,4,1,4,11,8,13,1,2,2,1,1
2012,"AL",482501,"1B",3,26,3,1,2,8,1,1,1,1,1,1,1,6,1,1,1,1,1
1999,"AL",200001,"OF",130,268,10,8,4,482,70,134,22,4,11,47,38,90,2,3,2,3,11
2001,"AL",240001,"OF",27,58,4,3,1,176,21,47,14,3,5,21,20,38,2,1,1,2,8
2005,"AL",380001,"OF",2,2,1,1,1,54,6,16,2,2,1,6,3,14,1,1,2,1,3
2013,"AL",492601,"P",1,1,6,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"AL",515401,"P",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"AL",547101,"P",1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"AL",4150001,"P",1,4,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"NL",109001,"OF",56,140,5,4,2,230,33,61,10,4,5,32,24,51,1,5,3,3,3
1997,"NL",160001,"OF",95,190,6,5,2,370,56,95,19,3,4,44,45,80,2,8,10,7,6
1998,"NL",260001,"OF",62,146,5,4,3,234,31,73,14,4,4,25,18,44,1,8,4,2,2
1999,"NL",284001,"OF",14,48,2,1,2,74,15,17,3,1,4,10,10,24,1,2,3,2,2
1985,"NL",750001,"P",2,3,6,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1
1986,"AL",900001,"P",18,16,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"AL",1250001,"P",11,7,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,"AL",250001,"P",3,7,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,"AL",325001,"P",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,"AL",100001,"OF",5,6,1,2,1,17,3,4,2,1,2,3,3,4,1,1,1,1,1
1991,"AL",102501,"OF",39,106,2,4,1,126,18,30,4,1,4,13,26,36,3,2,4,3,2
1999,"NL",200001,"P",1,1,3,1,2,4,1,1,1,1,1,1,1,3,1,1,1,1,2
2000,"NL",203001,"P",1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1
2001,"NL",225001,"P",1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"NL",346001,"P",1,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"NL",775001,"P",1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",500001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1998,"AL",172501,"P",1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"NL",215001,"P",1,4,12,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,2
2001,"AL",270001,"P",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"AL",420001,"P",1,2,13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"AL",1100001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",255001,"1B",4,26,2,3,4,245,34,67,18,1,7,30,23,62,1,2,5,4,7
1985,"NL",255001,"3B",5,3,5,2,1,245,34,67,18,1,7,30,23,62,1,2,5,4,7
1985,"NL",255001,"SS",32,51,102,3,20,245,34,67,18,1,7,30,23,62,1,2,5,4,7
1985,"NL",255001,"OF",24,28,3,1,1,245,34,67,18,1,7,30,23,62,1,2,5,4,7
1986,"NL",260001,"3B",13,10,27,4,4,197,30,44,8,3,8,28,31,39,3,1,2,4,6
1986,"NL",260001,"1B",1,11,3,2,1,197,30,44,8,3,8,28,31,39,3,1,2,4,6
1986,"NL",260001,"SS",2,9,13,4,2,197,30,44,8,3,8,28,31,39,3,1,2,4,6
1986,"NL",260001,"OF",29,54,6,2,1,197,30,44,8,3,8,28,31,39,3,1,2,4,6
1987,"NL",250001,"SS",4,10,9,2,4,21,6,5,2,1,1,2,2,6,1,1,1,1,1
1987,"NL",250001,"3B",1,1,1,1,1,21,6,5,2,1,1,2,2,6,1,1,1,1,1
1987,"NL",250001,"OF",1,1,1,1,1,21,6,5,2,1,1,2,2,6,1,1,1,1,1
1988,"NL",250001,"1B",2,13,1,1,2,27,2,4,3,1,1,2,4,12,1,1,3,1,1
1988,"NL",250001,"3B",4,5,14,2,1,27,2,4,3,1,1,2,4,12,1,1,3,1,1
1988,"NL",250001,"SS",1,5,3,2,2,27,2,4,3,1,1,2,4,12,1,1,3,1,1
2011,"NL",414001,"OF",7,3,1,1,1,30,2,4,1,1,2,4,1,5,1,1,1,1,3
2011,"NL",414001,"1B",1,4,1,1,1,30,2,4,1,1,2,4,1,5,1,1,1,1,3
2014,"AL",511301,"OF",9,20,2,1,1,37,3,6,1,1,2,4,1,15,1,1,1,1,2
1989,"NL",150001,"2B",158,342,473,29,92,624,83,185,28,2,8,57,54,77,5,2,18,9,11
1990,"NL",390001,"2B",137,312,393,18,74,587,81,169,28,6,7,61,49,73,2,3,6,6,17
1990,"NL",390001,"SS",6,6,13,3,5,587,81,169,28,6,7,61,49,73,2,3,6,6,17
1991,"AL",1300001,"2B",160,334,448,16,80,638,89,189,42,12,10,70,58,87,4,5,17,6,6
1992,"AL",2983334,"2B",150,288,379,6,67,572,106,178,28,9,9,77,88,53,6,6,7,3,9
1993,"AL",4933334,"2B",152,255,440,15,93,590,110,193,36,7,18,94,81,68,6,6,5,6,14
1994,"AL",5433335,"2B",103,177,276,5,72,393,79,121,26,5,9,39,52,42,3,3,8,4,15
1995,"AL",5500001,"2B",129,273,368,5,85,518,72,156,25,8,14,67,48,46,4,1,7,8,17
1996,"AL",4279380,"2B",141,280,446,12,108,589,133,194,44,5,23,95,91,66,11,2,9,13,15
1997,"AL",6354380,"2B",104,204,301,7,67,413,65,138,24,3,15,61,41,44,3,4,8,8,11
1998,"AL",6343772,"2B",142,252,450,12,87,589,87,167,37,2,15,57,60,71,4,3,4,6,12
1999,"AL",7049967,"2B",155,271,467,7,103,564,139,183,41,4,25,121,100,97,4,8,13,14,14
2000,"AL",7196657,"2B",155,294,438,16,110,611,112,190,41,3,20,90,65,83,5,7,12,7,20
2001,"AL",7750001,"2B",157,269,424,6,89,576,114,194,35,13,21,101,81,72,6,5,10,10,10
2002,"NL",7939665,"2B",147,274,349,12,95,591,74,158,25,5,12,54,58,84,5,2,7,2,13
2003,"NL",8000001,"2B",70,139,172,7,51,264,35,70,18,2,3,23,30,41,3,3,5,5,9
2004,"NL",1000001,"2B",24,49,54,4,11,111,15,35,6,3,4,17,13,19,1,2,3,1,3
1990,"AL",115001,"C",119,687,47,15,7,446,61,130,27,3,10,67,26,47,3,3,6,7,11
1991,"AL",360001,"C",46,281,20,5,5,185,11,41,10,1,1,8,9,25,2,5,3,2,5
1992,"AL",525001,"C",85,478,40,3,7,300,23,76,17,1,3,27,14,33,4,6,4,1,8
1993,"AL",1300001,"C",56,343,26,7,5,216,25,59,8,2,7,33,12,29,1,7,2,5,4
1994,"AL",2200001,"C",79,454,42,3,5,293,45,85,16,2,15,44,26,32,3,3,1,2,8
1995,"AL",2550001,"C",55,365,23,3,4,204,33,62,7,1,11,36,8,27,1,4,5,2,9
1996,"AL",2575001,"1B",1,1,1,1,1,419,54,111,24,1,12,51,20,43,1,4,3,3,21
1996,"AL",2575001,"C",112,725,49,10,6,419,54,111,24,1,12,51,20,43,1,4,3,3,21
1997,"AL",2600001,"C",116,744,41,13,9,452,64,147,38,1,22,84,20,49,3,4,7,2,17
1998,"AL",2725001,"C",107,713,43,7,8,410,46,97,27,3,7,45,19,46,1,4,6,4,16
1999,"AL",2800001,"C",36,258,11,8,3,138,20,43,14,1,7,26,5,24,1,1,2,3,2
2000,"AL",2700001,"C",94,662,43,9,7,357,45,104,17,3,8,43,17,42,2,5,5,5,10
2001,"AL",2900001,"C",64,368,20,5,6,221,18,55,9,2,5,22,13,18,2,3,4,3,7
2002,"AL",2500001,"C",47,294,15,3,4,168,22,49,11,2,8,26,6,15,1,2,2,3,6
2003,"AL",700001,"C",58,372,17,2,4,195,23,53,13,1,6,27,5,18,1,1,6,2,5
2004,"AL",700001,"C",47,279,16,4,3,147,16,36,5,1,3,15,12,14,3,3,4,3,5
2005,"AL",550001,"C",35,232,7,3,1,129,12,36,8,1,1,15,6,13,1,2,4,1,4
2006,"NL",650001,"C",12,81,3,2,2,63,4,21,6,1,1,10,1,8,1,1,1,1,4
2012,"NL",1400001,"1B",145,1270,97,13,78,550,48,151,40,1,10,63,63,102,10,4,2,5,15
2013,"NL",1120001,"1B",87,762,59,4,73,335,35,95,12,1,7,46,33,48,6,3,1,8,10
2013,"NL",1120001,"3B",1,1,1,1,1,335,35,95,12,1,7,46,33,48,6,3,1,8,10
2013,"NL",1120001,"2B",1,1,1,1,1,335,35,95,12,1,7,46,33,48,6,3,1,8,10
2013,"NL",1120001,"OF",1,1,1,1,1,335,35,95,12,1,7,46,33,48,6,3,1,8,10
2014,"NL",980001,"1B",73,570,44,3,46,268,28,65,20,2,8,28,18,37,2,2,1,4,9
2014,"NL",980001,"3B",1,1,2,1,1,268,28,65,20,2,8,28,18,37,2,2,1,4,9
2015,"NL",1650001,"3B",3,1,3,1,1,355,51,101,19,2,6,32,43,49,4,4,1,4,14
2015,"NL",1650001,"1B",93,818,55,4,72,355,51,101,19,2,6,32,43,49,4,4,1,4,14
2016,"AL",2650001,"3B",5,3,10,2,1,483,53,123,35,1,8,57,46,75,2,2,1,5,16
2016,"AL",2650001,"1B",129,1156,71,5,119,483,53,123,35,1,8,57,46,75,2,2,1,5,16
1990,"NL",100001,"OF",2,4,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,2
1992,"NL",110501,"OF",81,171,7,5,2,342,54,97,29,3,10,57,26,47,1,2,6,6,6
1993,"NL",210001,"OF",124,255,12,5,3,483,71,139,30,7,19,86,39,54,10,6,4,8,10
1994,"NL",1415001,"OF",107,202,5,4,1,423,82,144,32,6,23,79,43,64,11,3,1,6,8
1995,"NL",3000001,"OF",93,148,6,4,3,345,49,95,23,1,15,59,30,57,7,10,1,5,10
1996,"NL",3050001,"OF",142,260,9,4,3,541,88,153,29,3,22,97,50,84,8,3,1,8,16
1997,"NL",4500001,"OF",146,249,5,4,2,539,89,158,30,6,24,116,71,86,10,5,1,8,14
1998,"NL",5020001,"OF",153,233,12,6,3,585,105,183,35,6,39,125,85,88,12,6,1,7,15
2000,"NL",5250001,"OF",121,193,6,7,1,455,83,162,29,3,31,115,53,46,5,3,1,10,22
2001,"NL",5250001,"OF",131,206,11,3,4,514,80,171,32,2,28,109,58,58,15,4,1,9,19
2002,"NL",6000001,"OF",125,204,7,3,2,485,51,134,24,2,16,62,48,62,5,1,1,4,16
2003,"NL",9500001,"OF",141,204,5,7,2,566,84,159,36,2,23,92,64,68,8,8,1,4,17
2004,"NL",9500001,"OF",153,241,8,9,3,602,107,177,37,4,40,107,69,81,3,1,1,7,13
2005,"NL",7250001,"OF",118,223,6,9,4,428,68,138,22,4,20,64,57,44,2,4,1,5,12
2006,"NL",5827975,"OF",91,174,2,5,1,346,53,105,26,2,23,75,29,32,3,2,1,5,16
2007,"NL",7500001,"OF",85,139,8,5,1,329,52,113,20,2,14,50,28,31,6,3,1,4,14
2008,"NL",7500001,"OF",14,19,1,1,1,50,5,18,3,1,1,10,3,5,1,3,1,2,2
2016,"NL",515501,"OF",55,110,4,2,2,199,24,40,7,1,5,23,24,70,3,7,1,1,5
2012,"NL",483001,"2B",143,258,411,12,84,577,81,168,35,5,8,38,41,75,1,7,5,5,9
2013,"AL",505701,"2B",146,274,394,10,115,627,65,178,32,3,6,53,33,86,6,3,5,9,25
2014,"AL",1250001,"2B",157,269,460,11,106,661,86,226,48,4,8,60,37,54,8,6,2,6,21
2015,"AL",2500001,"2B",154,248,418,6,82,639,87,201,41,5,16,67,34,68,9,10,4,7,18
2016,"AL",3687501,"2B",148,207,362,8,74,641,109,217,43,6,25,97,61,71,12,8,4,8,16
2016,"AL",3687501,"SS",1,1,3,1,1,641,109,217,43,6,25,97,61,71,12,8,4,8,16
1998,"AL",170001,"3B",53,39,94,20,7,200,17,47,12,1,6,30,19,66,2,3,1,3,3
2012,"AL",482901,"P",32,16,36,5,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2013,"NL",507901,"P",18,15,20,2,2,31,3,10,4,1,2,7,1,13,1,1,5,2,1
2014,"NL",525401,"P",31,19,37,3,6,58,3,12,1,1,1,3,2,21,1,1,9,2,1
2015,"NL",4000001,"P",5,4,5,2,1,7,2,3,2,1,1,2,1,2,1,1,1,1,1
1989,"NL",125001,"P",1,6,9,1,2,4,1,1,1,1,1,1,1,3,1,1,3,1,1
2015,"AL",509501,"P",1,7,9,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"AL",507501,"P",1,2,6,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"NL",2050001,"3B",63,56,146,15,16,236,19,46,10,2,5,20,25,81,2,3,2,1,12
2012,"NL",2200001,"3B",144,74,265,28,24,526,65,129,26,2,31,86,58,181,7,2,1,4,11
2013,"NL",700001,"3B",149,73,360,28,28,559,71,131,23,3,37,101,49,187,8,5,1,5,17
2014,"NL",4250001,"3B",96,70,234,26,26,399,47,93,14,2,19,57,46,114,7,3,1,1,13
2014,"NL",4250001,"1B",6,32,2,1,5,399,47,93,14,2,19,57,46,114,7,3,1,1,13
2015,"NL",5750001,"1B",120,967,69,24,99,438,61,107,19,1,28,78,49,132,10,3,1,5,7
2016,"AL",5731705,"3B",7,1,6,5,1,338,44,85,21,1,23,50,38,98,2,1,1,3,7
2015,"AL",507501,"P",1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"NL",109001,"P",6,3,4,1,2,5,1,3,1,1,1,1,1,2,1,1,2,1,1
